国家（中文）,国家（英文）,公司名称,公司链接
伊朗,"Iran, Islamic Republic of",Oris Oxin,https://www.lusha.com/business/6876b2b404bd405c/
伊朗,"Iran, Islamic Republic of",Ostovan Kish Drilling Company,https://www.lusha.com/business/100fb0a5bcc5a5dd/
伊朗,"Iran, Islamic Republic of",Ostovan Kish Drilling Company,https://www.lusha.com/business/f2655c463ad154a5/
伊朗,"Iran, Islamic Republic of",Oxin Energy Group (OEG),https://www.lusha.com/business/877c59616e50b6e0/
伊朗,"Iran, Islamic Republic of",PANTAN Co.,https://www.lusha.com/business/9fb28dae5556fe7c/
伊朗,"Iran, Islamic Republic of",PAVAN ASSETS VALUE MANAGERS,https://www.lusha.com/business/6a692d564114a167/
伊朗,"Iran, Islamic Republic of",PAYESH GOSTARAN PISHRO,https://www.lusha.com/business/b8ab5f90e1b24f73/
伊朗,"Iran, Islamic Republic of",PEAK Oilfield Solutions,https://www.lusha.com/business/e4912bbd0dd8257f/
伊朗,"Iran, Islamic Republic of",PECO (Pezhvak Energy Engineering Services Co.),https://www.lusha.com/business/6e1859ed9d8c2032/
伊朗,"Iran, Islamic Republic of",PEDEC,https://www.lusha.com/business/90fb2e07e81869de/
伊朗,"Iran, Islamic Republic of",PEDEX,https://www.lusha.com/business/41c2109cadf1ee65/
伊朗,"Iran, Islamic Republic of",PETRO ENERGY DORSA (PEDCO),https://www.lusha.com/business/56c8a3ecadcad2f0/
伊朗,"Iran, Islamic Republic of",PETRO POOYA ENERGY PASARGAD,https://www.lusha.com/business/975203a72cd55a8e/
伊朗,"Iran, Islamic Republic of",PETROFARHANG Co,https://www.lusha.com/business/a6c6880fe40a2c26/
伊朗,"Iran, Islamic Republic of",PIDEC,https://www.lusha.com/business/9a0dd1e8bf0e75d2/
伊朗,"Iran, Islamic Republic of",PIDEMCO,https://www.lusha.com/business/795ff56708113311/
伊朗,"Iran, Islamic Republic of",PIDMCO (Petrochemical Industries Development Management Co.),https://www.lusha.com/business/efad29463a7db880/
伊朗,"Iran, Islamic Republic of",PIRALOO POOLAD KIMIA,https://www.lusha.com/business/3df0a10f46ec1817/
伊朗,"Iran, Islamic Republic of",PISHRAFTEH Co,https://www.lusha.com/business/048c2d12ad24a0b2/
伊朗,"Iran, Islamic Republic of",PNI,https://www.lusha.com/business/063306bd30008c47/
伊朗,"Iran, Islamic Republic of",POEC (Pars Oil Energy Company),https://www.lusha.com/business/a4c7be8ab7222842/
伊朗,"Iran, Islamic Republic of",POGC LTD,https://www.lusha.com/business/54c21b7f28345938/
伊朗,"Iran, Islamic Republic of",POGIDC(Persia Oil & Gas Industry Development Co. ),https://www.lusha.com/business/3a9be018cae9fb8a/
伊朗,"Iran, Islamic Republic of",PSL (Petro Sanat Lidoma),https://www.lusha.com/business/cbf7fe7503f04d79/
伊朗,"Iran, Islamic Republic of",PTGC | مهندسی و توسعه پارس تابلو Pars Tableau GC,https://www.lusha.com/business/1211c09aedb4e0a4/
伊朗,"Iran, Islamic Republic of",PTP Group,https://www.lusha.com/business/efecfab13b606426/
伊朗,"Iran, Islamic Republic of",Padkav Energy Co.,https://www.lusha.com/business/110b4049922f42a9/
伊朗,"Iran, Islamic Republic of",Padyab tadjhiz Co.,https://www.lusha.com/business/b052a81cb0df1cdd/
伊朗,"Iran, Islamic Republic of",Palayesh Parsian Sepehr | پالایش پارسیان سپهر,https://www.lusha.com/business/d7a99cf498460a27/
伊朗,"Iran, Islamic Republic of",Panah Sanat Part,https://www.lusha.com/business/825b4e6d5b145d15/
伊朗,"Iran, Islamic Republic of",Paniz Energy,https://www.lusha.com/business/763762176d912f5e/
伊朗,"Iran, Islamic Republic of",Paravar Engineering Co.,https://www.lusha.com/business/a75e406caa4fb169/
伊朗,"Iran, Islamic Republic of",Paravar Engineering Company,https://www.lusha.com/business/839b5258433327db/
伊朗,"Iran, Islamic Republic of",Pars Behin Qeshm Oil,https://www.lusha.com/business/f522a74ff0b1e949/
伊朗,"Iran, Islamic Republic of",Pars Drilling Fluids (PDF),https://www.lusha.com/business/e404da1eb8179a6c/
伊朗,"Iran, Islamic Republic of",Pars International Development & Engineering Co. (PIDECO),https://www.lusha.com/business/17409ee6ee1844d3/
伊朗,"Iran, Islamic Republic of",Pars Jahd Co.,https://www.lusha.com/business/c19025ff42692228/
伊朗,"Iran, Islamic Republic of",Pars Lian Chemical Company,https://www.lusha.com/business/a2da6da396efd9c5/
伊朗,"Iran, Islamic Republic of",Pars Oil Company,https://www.lusha.com/business/1483756f54233036/
伊朗,"Iran, Islamic Republic of",Pars Petro Zagros Engineering & Services Co.,https://www.lusha.com/business/88b5153350817ec4/
伊朗,"Iran, Islamic Republic of",Pars Petrochemical Co.,https://www.lusha.com/business/721db25711d4d00a/
伊朗,"Iran, Islamic Republic of",Pars Regulator,https://www.lusha.com/business/150236fe1a85ada5/
伊朗,"Iran, Islamic Republic of",Pars Saman,https://www.lusha.com/business/f33a779ccc910138/
伊朗,"Iran, Islamic Republic of",Pars Special Economic Energy Zone Organization (PSEEZ),https://www.lusha.com/business/bee3c44e0376aefc/
伊朗,"Iran, Islamic Republic of",Parsian Power & Industry Development Co.,https://www.lusha.com/business/3501cfaa9748ef8e/
伊朗,"Iran, Islamic Republic of",Parsnaftoon Iranian,https://www.lusha.com/business/848d65e6962102ea/
伊朗,"Iran, Islamic Republic of",Parto_sanat_pazh,https://www.lusha.com/business/1e0161a0f8af26c9/
伊朗,"Iran, Islamic Republic of",Pasargad Exploration & Production,https://www.lusha.com/business/1b4139094bf7a446/
伊朗,"Iran, Islamic Republic of",Pasargad Oil Company,https://www.lusha.com/business/2559df4a6df7f07d/
伊朗,"Iran, Islamic Republic of",Pasargad Petro Sazeh,https://www.lusha.com/business/3b5113ad243c5398/
伊朗,"Iran, Islamic Republic of",Patsa Industry Co.,https://www.lusha.com/business/6929080eb1251397/
伊朗,"Iran, Islamic Republic of",Payandan,https://www.lusha.com/business/832c095e3bbc0235/
伊朗,"Iran, Islamic Republic of",Persian GPE,https://www.lusha.com/business/349efa12d9a110e6/
伊朗,"Iran, Islamic Republic of",Persian Gulf Bidboland Gas Refining Company,https://www.lusha.com/business/042cefc3bbb04efc/
伊朗,"Iran, Islamic Republic of",Persian Gulf Petrochemical Industries PGPIC,https://www.lusha.com/business/a50ed2be94ece214/
伊朗,"Iran, Islamic Republic of",Persian Gulf Star Oil Company (PGSOC),https://www.lusha.com/business/57153b12ca9308fb/
伊朗,"Iran, Islamic Republic of",Persian Offshore,https://www.lusha.com/business/013b4fe93e97c8d2/
伊朗,"Iran, Islamic Republic of",Persol,https://www.lusha.com/business/a4aa186b5882e477/
伊朗,"Iran, Islamic Republic of",Petro Ahoura,https://www.lusha.com/business/224efae9f901ebc6/
伊朗,"Iran, Islamic Republic of",Petro Danesh Afzar (پترو دانش افزار),https://www.lusha.com/business/bbf15abf3bfc15bc/
伊朗,"Iran, Islamic Republic of",Petro Danial Kish,https://www.lusha.com/business/45562e66cf10c2d8/
伊朗,"Iran, Islamic Republic of",Petro Energy Saba (PETSACO),https://www.lusha.com/business/8a3f75ecfa803c24/
伊朗,"Iran, Islamic Republic of",Petro Farayand Delta (PFDco),https://www.lusha.com/business/886ab2cbee528981/
伊朗,"Iran, Islamic Republic of",Petro Farayand Energy,https://www.lusha.com/business/f9ca70f13f97df22/
伊朗,"Iran, Islamic Republic of",Petro Gohar Farasahel Kish,https://www.lusha.com/business/6a14bedd6f047e4f/
伊朗,"Iran, Islamic Republic of",Petro Kala Hekmatan,https://www.lusha.com/business/c7494678a7eb65d9/
伊朗,"Iran, Islamic Republic of",Petro Kariz Omid Kish (PKOK),https://www.lusha.com/business/933027c53b002597/
伊朗,"Iran, Islamic Republic of",Petro Kavosh Parsis Company شرکت پترو کاوش پارسیس,https://www.lusha.com/business/47b162af10a8ef4c/
伊朗,"Iran, Islamic Republic of",Petro Paydar Iranian,https://www.lusha.com/business/6c61eca176e735ce/
伊朗,"Iran, Islamic Republic of",Petro Sanat Kabir,https://www.lusha.com/business/27e3039280323097/
伊朗,"Iran, Islamic Republic of",Petro Tamin Fahm Co,https://www.lusha.com/business/bbf23bdb0df106b0/
伊朗,"Iran, Islamic Republic of",Petro palayesh akam,https://www.lusha.com/business/a35ed1d0a7d4b6db/
伊朗,"Iran, Islamic Republic of",PetroAzma Co.,https://www.lusha.com/business/3580a5d09663a12e/
伊朗,"Iran, Islamic Republic of",PetroBourse,https://www.lusha.com/business/63a963259c17ce94/
伊朗,"Iran, Islamic Republic of",PetroForce,https://www.lusha.com/business/3488e52396067bd2/
伊朗,"Iran, Islamic Republic of",PetroVesta,https://www.lusha.com/business/9ae6dbd75122ba3c/
伊朗,"Iran, Islamic Republic of",Petrogas Jahan,https://www.lusha.com/business/ea422675582ed90c/
伊朗,"Iran, Islamic Republic of",Petroiran Development Company,https://www.lusha.com/business/e32dbe91260ddeb7/
伊朗,"Iran, Islamic Republic of",Petromaan Energy Pasargad,https://www.lusha.com/business/645b0d96425533e8/
伊朗,"Iran, Islamic Republic of",Petropars (PPars),https://www.lusha.com/business/7c6abae893c96162/
伊朗,"Iran, Islamic Republic of",Petropars Operation and Management Company (POMC),https://www.lusha.com/business/8a4fda686deb4fca/
伊朗,"Iran, Islamic Republic of",Petrosadid Engineering & Procurement,https://www.lusha.com/business/8d9ae6a9cfd6ab2e/
伊朗,"Iran, Islamic Republic of",Petrosakht Chehelsoton,https://www.lusha.com/business/557d07f0af5e47a5/
伊朗,"Iran, Islamic Republic of",Petrotech Sun Intl .co,https://www.lusha.com/business/51452467f1db726f/
伊朗,"Iran, Islamic Republic of",Phoenix Vision Consultant Group,https://www.lusha.com/business/0f1f2bbc01a131d9/
伊朗,"Iran, Islamic Republic of",Pilsun Tejarat Co.,https://www.lusha.com/business/786cfc33ba200b87/
伊朗,"Iran, Islamic Republic of",Qeshm Oil Investment Company (QOIC),https://www.lusha.com/business/4920bc5dcf9f8a38/
伊朗,"Iran, Islamic Republic of",RADIRA,https://www.lusha.com/business/e155ae4c265ecac2/
伊朗,"Iran, Islamic Republic of",RAL Offshore,https://www.lusha.com/business/c7500fd81c633452/
伊朗,"Iran, Islamic Republic of",RAMPCO Group,https://www.lusha.com/business/4a7bc80d5e17f0d7/
伊朗,"Iran, Islamic Republic of",REACTORSAZ,https://www.lusha.com/business/5fb6aa9a6427c3f1/
伊朗,"Iran, Islamic Republic of",REPco رعد انرژی پایور,https://www.lusha.com/business/301f16b9b6497b15/
伊朗,"Iran, Islamic Republic of",RSS Group Co.,https://www.lusha.com/business/c35e0f51cd5b011e/
伊朗,"Iran, Islamic Republic of",RTA Instrument / راه های طلایی البرز,https://www.lusha.com/business/8496f8a42fa23ac0/
伊朗,"Iran, Islamic Republic of",Radniroo Industrial Co.,https://www.lusha.com/business/76b4273b7443f89a/
伊朗,"Iran, Islamic Republic of",Rahbord Energy Design & Development Eng. Co.,https://www.lusha.com/business/c307179f1ea23a1f/
伊朗,"Iran, Islamic Republic of",Rahrovan Asia Energy and Industry,https://www.lusha.com/business/21a134bc886427b9/
伊朗,"Iran, Islamic Republic of",Raibod Oil Industry (ROICO),https://www.lusha.com/business/4362563e252c658e/
伊朗,"Iran, Islamic Republic of",Raya Energy Pars Petro (REPPCO),https://www.lusha.com/business/ba568d7c8518f27c/
伊朗,"Iran, Islamic Republic of",Rayeneh Group,https://www.lusha.com/business/7614302bcb5a19f5/
伊朗,"Iran, Islamic Republic of",Research Institute for Energy Management and Planning (RIEMP),https://www.lusha.com/business/283a359e36577722/
伊朗,"Iran, Islamic Republic of",Research Institute of Petroleum Industry (RIPI),https://www.lusha.com/business/4e3ba288f7ef8b80/
伊朗,"Iran, Islamic Republic of",Rosemond Group,https://www.lusha.com/business/72d416c393d4637f/
伊朗,"Iran, Islamic Republic of",SADRA (Iran Marine Industrial Company),https://www.lusha.com/business/cd0738553f16d69a/
伊朗,"Iran, Islamic Republic of",SAED,https://www.lusha.com/business/30850c2dd0c6a1b8/
伊朗,"Iran, Islamic Republic of",SAFF Group,https://www.lusha.com/business/f0f798e7a2993bf2/
伊朗,"Iran, Islamic Republic of",SARV Oil & Gas (Catalyst Manufacturer),https://www.lusha.com/business/20342b2cdd635fdc/
伊朗,"Iran, Islamic Republic of",SBU NDE Laboratory,https://www.lusha.com/business/2523bd2a3eb9d3a9/
伊朗,"Iran, Islamic Republic of",SECo. (Sepehr Energy Corporation),https://www.lusha.com/business/f5f83a94bf5a49db/
伊朗,"Iran, Islamic Republic of",SEDCO - انرژی گستر سینا,https://www.lusha.com/business/c3920813bf7376f7/
伊朗,"Iran, Islamic Republic of",SHARGAN,https://www.lusha.com/business/9a70b75f63757aa3/
伊朗,"Iran, Islamic Republic of",SHOMAL Engineering & Manufacturing Co.,https://www.lusha.com/business/81b09036a6be0d7e/
伊朗,"Iran, Islamic Republic of",SINOPEC Engineering Incorporation (SEI),https://www.lusha.com/business/58c1c145fef06f2b/
伊朗,"Iran, Islamic Republic of",SOTER CO.,https://www.lusha.com/business/d1984cc432049f1c/
伊朗,"Iran, Islamic Republic of",SPARK,https://www.lusha.com/business/cad57ada59e976dc/
伊朗,"Iran, Islamic Republic of",SPEC GROUP,https://www.lusha.com/business/75d0952a40755d58/
伊朗,"Iran, Islamic Republic of",SPS HOLDING,https://www.lusha.com/business/13f57c48fc83f333/
伊朗,"Iran, Islamic Republic of",STEAM Industrial & Engineering,https://www.lusha.com/business/4fcc93687fa57c89/
伊朗,"Iran, Islamic Republic of",Saba Energy Co.,https://www.lusha.com/business/fdde95589d522f91/
伊朗,"Iran, Islamic Republic of",Sahand Nasb Co.,https://www.lusha.com/business/e3fcb4f3e6d6f42d/
伊朗,"Iran, Islamic Republic of",Saman Energy Co.,https://www.lusha.com/business/1b665d46517204f8/
伊朗,"Iran, Islamic Republic of",Sanat va Modiriat IRAN (SMI),https://www.lusha.com/business/412a7b8bb64ae826/
伊朗,"Iran, Islamic Republic of",Sarv Arman Sanat,https://www.lusha.com/business/a62b0f5be48a437a/
伊朗,"Iran, Islamic Republic of",Sarvak Drilling Services,https://www.lusha.com/business/87a542c3b21d3581/
伊朗,"Iran, Islamic Republic of",Savay Polyurethane Industrial Co,https://www.lusha.com/business/1478aed564991190/
伊朗,"Iran, Islamic Republic of",Sazeh Consultants,https://www.lusha.com/business/97e3c5faa8a5bcb2/
伊朗,"Iran, Islamic Republic of",Sazeh Consultants,https://www.lusha.com/business/1dd4672ad4b2b8f6/
伊朗,"Iran, Islamic Republic of",Sazeh Farafan Engineering Company,https://www.lusha.com/business/1a0cd6da4c7b2df7/
伊朗,"Iran, Islamic Republic of",SeaLand Engineering and Well Services,https://www.lusha.com/business/cf0ae9840e31980e/
伊朗,"Iran, Islamic Republic of",SeaLand Engineering and Well Services,https://www.lusha.com/business/c41ad7c57507e9bc/
伊朗,"Iran, Islamic Republic of",Seavan Tadbir Tejarat,https://www.lusha.com/business/3a3fa6571747c54b/
伊朗,"Iran, Islamic Republic of",Sepahan Industrial Group Co,https://www.lusha.com/business/8617c3574f0d923b/
伊朗,"Iran, Islamic Republic of",Sepahan Oil Company (SOC),https://www.lusha.com/business/026b6d47c829e079/
伊朗,"Iran, Islamic Republic of",Setaak Co.,https://www.lusha.com/business/4faa2fee0ce8b71f/
伊朗,"Iran, Islamic Republic of",Shahriar Steel Structures,https://www.lusha.com/business/f372a16f3ebb7f6a/
伊朗,"Iran, Islamic Republic of",Shazand Arak Oil Refining Co,https://www.lusha.com/business/a59d681c20685448/
伊朗,"Iran, Islamic Republic of",ShimiBaft Petrochemical CO.,https://www.lusha.com/business/a5629d478eec8f21/
伊朗,"Iran, Islamic Republic of",Shiraz Oil Refining Company,https://www.lusha.com/business/2d0f79f4272605d6/
伊朗,"Iran, Islamic Republic of",SiahFam,https://www.lusha.com/business/f1f93d352600bef5/
伊朗,"Iran, Islamic Republic of",Sina Bana Setorg,https://www.lusha.com/business/c30bfa503c92b615/
伊朗,"Iran, Islamic Republic of",Siraf Green Star Refinery Company,https://www.lusha.com/business/66fd8f4ec625d2ab/
伊朗,"Iran, Islamic Republic of",Siraf Refineries Infrastructure Company (SRIC),https://www.lusha.com/business/ef1988fd618b3ede/
伊朗,"Iran, Islamic Republic of",Soroush Energy Pooya Co (SEP Co.),https://www.lusha.com/business/87436797c63562c2/
伊朗,"Iran, Islamic Republic of",South Pars Gas Complex (SPGC),https://www.lusha.com/business/250a1be74619a71a/
伊朗,"Iran, Islamic Republic of",Sphericaltanks.ips,https://www.lusha.com/business/833d514c8ce1e69d/
伊朗,"Iran, Islamic Republic of",SpotBar,https://www.lusha.com/business/0c17ada6aae82fc3/
伊朗,"Iran, Islamic Republic of",TABA Engineering and Service Co.,https://www.lusha.com/business/a8fc5e1f21fc69d8/
伊朗,"Iran, Islamic Republic of",TACwin,https://www.lusha.com/business/867302aa68028bea/
伊朗,"Iran, Islamic Republic of",TANA ENERGY Group,https://www.lusha.com/business/f4a6253a104f0be2/
伊朗,"Iran, Islamic Republic of",TARA TARH Engineering,https://www.lusha.com/business/c033a694d41078b3/
伊朗,"Iran, Islamic Republic of",TARMCO,https://www.lusha.com/business/314f5a6a4faeeba7/
伊朗,"Iran, Islamic Republic of",TESCO,https://www.lusha.com/business/6eaba264cc123c63/
伊朗,"Iran, Islamic Republic of",THETA Energy Holding,https://www.lusha.com/business/03c4dcb739113b09/
伊朗,"Iran, Islamic Republic of",TIECO,https://www.lusha.com/business/176068112085b087/
伊朗,"Iran, Islamic Republic of",TMCKish,https://www.lusha.com/business/03083c15ff46de8a/
伊朗,"Iran, Islamic Republic of",TPGM (Touss Power Generation Management Company,https://www.lusha.com/business/8b49367415cbaa43/
伊朗,"Iran, Islamic Republic of",Tabadol Mehregan Ltd.,https://www.lusha.com/business/63eb9dc1e604dc3d/
伊朗,"Iran, Islamic Republic of",Tabriz Oil Refining Co. (TZORC),https://www.lusha.com/business/8d52da7b163ccce7/
伊朗,"Iran, Islamic Republic of",Tabriz Petrochemical Company P J S C,https://www.lusha.com/business/d2ae32e9de9ebb27/
伊朗,"Iran, Islamic Republic of",Tadbir Drilling Development Co. (TDDC) Oil & natural gas company in Tehran,https://www.lusha.com/business/b38cecebd8fefe27/
伊朗,"Iran, Islamic Republic of",Tadbir Energy Development Group,https://www.lusha.com/business/f00391ee71e2b446/
伊朗,"Iran, Islamic Republic of",Taha Kimia Tajhiz Co.,https://www.lusha.com/business/74b1bb34e2c7c087/
伊朗,"Iran, Islamic Republic of",Tajhiz Amitis Kian Co,https://www.lusha.com/business/ea808aa3465b4646/
伊朗,"Iran, Islamic Republic of",Takta Kala Tajhiz alborz,https://www.lusha.com/business/c0726e8dbb4ef3f6/
伊朗,"Iran, Islamic Republic of",Tamin Petroleum & Petrochemical Investment Co. Tappico,https://www.lusha.com/business/21bc9d14b5023e3c/
伊朗,"Iran, Islamic Republic of",Tanootas Taban,https://www.lusha.com/business/0be67a4313c4fe49/
伊朗,"Iran, Islamic Republic of",TaravoshJam,https://www.lusha.com/business/68d74f6787644bea/
伊朗,"Iran, Islamic Republic of",Tarh O Palayesh Engineering Company,https://www.lusha.com/business/e1a9a8c1e1c44a07/
伊朗,"Iran, Islamic Republic of",Tasdid Offshore Development Co.,https://www.lusha.com/business/27fd7dd6afc4b0f9/
伊朗,"Iran, Islamic Republic of",Tasha Manufacturing Company,https://www.lusha.com/business/7f758e9d6fd5ee48/
伊朗,"Iran, Islamic Republic of",Tavan Technology Tara,https://www.lusha.com/business/94c77206fbf73118/
伊朗,"Iran, Islamic Republic of",Techinco inspection & corossion control co.,https://www.lusha.com/business/d8333a0f0181b640/
伊朗,"Iran, Islamic Republic of",Tehran Energy Consultants (TEC),https://www.lusha.com/business/359f2a461ac579cb/
伊朗,"Iran, Islamic Republic of",Tehran Farayand Dena,https://www.lusha.com/business/633fd5190c4c346a/
伊朗,"Iran, Islamic Republic of",Tehran Oil Refinery Co.,https://www.lusha.com/business/0846926826c86546/
伊朗,"Iran, Islamic Republic of",Tehran Oil Refining Co.,https://www.lusha.com/business/258e1e5ee408626e/
伊朗,"Iran, Islamic Republic of",Tehran Raymand Consulting Engineers,https://www.lusha.com/business/5b78919cc79eeb4f/
伊朗,"Iran, Islamic Republic of",Tejarat Pasargad Co. (TPCO),https://www.lusha.com/business/c6179eafe7f5ccbf/
伊朗,"Iran, Islamic Republic of",Texan Pishgam Parsian Beynolmelal,https://www.lusha.com/business/b26ef7572c1a4075/
伊朗,"Iran, Islamic Republic of",ThinkXpert.co,https://www.lusha.com/business/35337038fa749cb1/
伊朗,"Iran, Islamic Republic of",Tima Kala Tehran Eng. Co.,https://www.lusha.com/business/418e2679317f486c/
伊朗,"Iran, Islamic Republic of",Tiv Energy,https://www.lusha.com/business/17b3ef30913f6cce/
伊朗,"Iran, Islamic Republic of",TurboSeal Tech.,https://www.lusha.com/business/61e4a4715fd5dca1/
伊朗,"Iran, Islamic Republic of","VPT Co. Trading Company, شرکت پترو تجارت ورکل",https://www.lusha.com/business/59e6d833ab464309/
伊朗,"Iran, Islamic Republic of",Vesta Visman,https://www.lusha.com/business/9bd80432697a2145/
伊朗,"Iran, Islamic Republic of",Vision Arta Safe,https://www.lusha.com/business/393657f8e8ffa14a/
伊朗,"Iran, Islamic Republic of",Well Services of Iran (Schlumberger Methods) WSI,https://www.lusha.com/business/38dfce43af008bfb/
伊朗,"Iran, Islamic Republic of",Wetco,https://www.lusha.com/business/d738f25563fbf9cc/
伊朗,"Iran, Islamic Republic of",Wira Tehran Services,https://www.lusha.com/business/be3fb7c62e4b199b/
伊朗,"Iran, Islamic Republic of",YAZD Ghadir Industrial Turbines Co. (GITCO),https://www.lusha.com/business/cd70d6ab0698f346/
伊朗,"Iran, Islamic Republic of",ZAFARAN Industrial Group Company,https://www.lusha.com/business/c03b579638171d59/
伊朗,"Iran, Islamic Republic of",ZAGROS PETROCHEMICAL CO.,https://www.lusha.com/business/810c140b187ca515/
伊朗,"Iran, Islamic Republic of",Zagros Green Fuel Development,https://www.lusha.com/business/dcfbb355b62ea810/
伊朗,"Iran, Islamic Republic of","Zar Grain Refinery (Zar Fructose, Zar Oil & Zar Green)",https://www.lusha.com/business/27060600602332e4/
伊朗,"Iran, Islamic Republic of",Ziya Oil & Gas Pipeline Inspection company (ZOGPI),https://www.lusha.com/business/1c1f657c62138d59/
伊朗,"Iran, Islamic Republic of",farapox,https://www.lusha.com/business/0a9aa22b5209ebac/
伊朗,"Iran, Islamic Republic of",ngi,https://www.lusha.com/business/bc9f194a168a599a/
伊朗,"Iran, Islamic Republic of",npcc,https://www.lusha.com/business/22e98dbb8bdeba6a/
伊朗,"Iran, Islamic Republic of",petroham process solution,https://www.lusha.com/business/3b8da95af02b3843/
伊朗,"Iran, Islamic Republic of",petrojamcaspian,https://www.lusha.com/business/34dac9767fbc99f8/
伊朗,"Iran, Islamic Republic of",proNEXO Engineering Consultancy,https://www.lusha.com/business/409c3827c04cb9fc/
伊朗,"Iran, Islamic Republic of",sgpc,https://www.lusha.com/business/a20e29299f4c8c6e/
伊朗,"Iran, Islamic Republic of",شرکت مبنا,https://www.lusha.com/business/8a52495710fe255f/
伊朗,"Iran, Islamic Republic of",صنعت پوشش لوله ایران,https://www.lusha.com/business/53781831931f120d/
伊朗,"Iran, Islamic Republic of",نشریه خطوط لوله نفت و گاز,https://www.lusha.com/business/bb5f2906b65d3783/
伊朗,"Iran, Islamic Republic of",هیوا صنعت,https://www.lusha.com/business/1de1b11918157ff9/
伊拉克,Iraq,AKOS Austrian Kurdish Oilfield Services,https://www.lusha.com/business/b86d504913a077ac/
伊拉克,Iraq,AKT Oil Services,https://www.lusha.com/business/0008c69aa72d437b/
伊拉克,Iraq,AKT Oil Services Company,https://www.lusha.com/business/20e5c2a2f770a778/
伊拉克,Iraq,AL MUTAA COMPANY FOR GENERAL TRADING AND CONTRACTING LTD.,https://www.lusha.com/business/9aab5063b986a7de/
伊拉克,Iraq,ALDAR International Oil and Gas Co.,https://www.lusha.com/business/8544a93c827855bb/
伊拉克,Iraq,Al Majal,https://www.lusha.com/business/ff9832199796d88d/
伊拉克,Iraq,AlBilal Group,https://www.lusha.com/business/5d18a609e99afa39/
伊拉克,Iraq,Aljuhud.plc,https://www.lusha.com/business/17c736bba743e0dd/
伊拉克,Iraq,Amirco,https://www.lusha.com/business/ee56a4f75609e4cc/
伊拉克,Iraq,ArajeeZ,https://www.lusha.com/business/34a679b1bc325b61/
伊拉克,Iraq,BGE Global - SHAMASH Energy Group,https://www.lusha.com/business/c293a2f322970ff2/
伊拉克,Iraq,Basrah Gas Company,https://www.lusha.com/business/30d448d670f279a5/
伊拉克,Iraq,Basrah Oil Company (BOC),https://www.lusha.com/business/4b306d0a0cb2c541/
伊拉克,Iraq,Basrah Oil Training Institute,https://www.lusha.com/business/9c9c0c9e222d9b2f/
伊拉克,Iraq,DANHAV,https://www.lusha.com/business/2e6de7d4e26da78d/
伊拉克,Iraq,DNO Iraq AS,https://www.lusha.com/business/525d1cfa79e3cb3d/
伊拉克,Iraq,Different Look,https://www.lusha.com/business/1f82375e259f261e/
伊拉克,Iraq,Elaaf Dynamics,https://www.lusha.com/business/23308740c8f89ca2/
伊拉克,Iraq,FULLTECH EPC & EPCC Company,https://www.lusha.com/business/614f099d44780b2f/
伊拉克,Iraq,Forza Petroleum,https://www.lusha.com/business/69312e00d074c422/
伊拉克,Iraq,"Future Will For General Contracts & Oil Services Ltd,",https://www.lusha.com/business/62b56ce2908ff837/
伊拉克,Iraq,GAZPROM NEFT BADRA,https://www.lusha.com/business/300b36417c1ae038/
伊拉克,Iraq,Gamma Petroleum Services,https://www.lusha.com/business/ec729383821ae6e1/
伊拉克,Iraq,Gilgamesh Oilfield Services,https://www.lusha.com/business/657a8cf1ca69a394/
伊拉克,Iraq,Group of Raban Al-Safina Companies,https://www.lusha.com/business/5d652500a4106950/
伊拉克,Iraq,Hawax Corporation,https://www.lusha.com/business/16f72156f80b32c7/
伊拉克,Iraq,Hunt Oil Middle East,https://www.lusha.com/business/c6f0273745137570/
伊拉克,Iraq,Independent Oil Tools - Iraq,https://www.lusha.com/business/0c0c18ed7ca3febb/
伊拉克,Iraq,Integrated Oil Services,https://www.lusha.com/business/c43f70ae61b69ae6/
伊拉克,Iraq,Iraqi Drilling Company,https://www.lusha.com/business/af6cc851049126e3/
伊拉克,Iraq,Iraqi Oil and Gas Association,https://www.lusha.com/business/58a894b811c2534b/
伊拉克,Iraq,Janwa Group,https://www.lusha.com/business/61dc8ba61ce6ba3c/
伊拉克,Iraq,KHK-LOGISTICS,https://www.lusha.com/business/8b372e730418eab0/
伊拉克,Iraq,Khaerat MSK (KMSK),https://www.lusha.com/business/8a63aa985cc2c23e/
伊拉克,Iraq,Komet Group S.A.,https://www.lusha.com/business/5e2d4e13eab22ef8/
伊拉克,Iraq,M and A Group,https://www.lusha.com/business/b58a971f3d2d30da/
伊拉克,Iraq,MSK GROUP,https://www.lusha.com/business/a60868e5e4fbc6e9/
伊拉克,Iraq,Midland Refineries Company (MRC) Daura Refinery,https://www.lusha.com/business/41097b12d32f90ed/
伊拉克,Iraq,Ministry Of Oil / State Company for Oil Projects - (SCOP),https://www.lusha.com/business/6bb3f1608e64fadb/
伊拉克,Iraq,NYCO Group,https://www.lusha.com/business/aec2bbd5b6a29493/
伊拉克,Iraq,National Energy Oilfield Services,https://www.lusha.com/business/90c6125c9097f15d/
伊拉克,Iraq,National Petroleum Services Company Ltd,https://www.lusha.com/business/2c070b589668c9d5/
伊拉克,Iraq,North Oil Company - Iraq,https://www.lusha.com/business/94b25600798593c7/
伊拉克,Iraq,North Refineries Company,https://www.lusha.com/business/75129fd2a6786b7e/
